PRFG-NUMMER;TITEL;TERMIN;BEGINN_ZEIT;ENDE_ZEIT;ORT_CODE_01;ORT_VON_01;ORT_BIS_01;ORT_EREIG_01;ORT_CODE_02;ORT_VON_02;ORT_BIS_02;ORT_EREIG_02;ORT_CODE_03;ORT_VON_03;ORT_BIS_03;ORT_EREIG_03;ORT_CODE_04;ORT_VON_04;ORT_BIS_04;ORT_EREIG_04;ORT_CODE_05;ORT_VON_05;ORT_BIS_05;ORT_EREIG_05;ORT_CODE_06;ORT_VON_06;ORT_BIS_06;ORT_EREIG_06;ORT_CODE_07;ORT_VON_07;ORT_BIS_07;ORT_EREIG_07;ORT_CODE_08;ORT_VON_08;ORT_BIS_08;ORT_EREIG_08;ORT_CODE_09;ORT_VON_09;ORT_BIS_09;ORT_EREIG_09;ORT_CODE_10;ORT_VON_10;ORT_BIS_10;ORT_EREIG_10;ORT_CODE_11;ORT_VON_11;ORT_BIS_11;ORT_EREIG_11;ORT_CODE_12;ORT_VON_12;ORT_BIS_12;ORT_EREIG_12;ORT_CODE_13;ORT_VON_13;ORT_BIS_13;ORT_EREIG_13;ORT_CODE_14;ORT_VON_14;ORT_BIS_14;ORT_EREIG_14;ORT_CODE_15;ORT_VON_15;ORT_BIS_15;ORT_EREIG_15;ORT_CODE_16;ORT_VON_16;ORT_BIS_16;ORT_EREIG_16;ORT_CODE_17;ORT_VON_17;ORT_BIS_17;ORT_EREIG_17;ORT_CODE_18;ORT_VON_18;ORT_BIS_18;ORT_EREIG_18;ORT_CODE_19;ORT_VON_19;ORT_BIS_19;ORT_EREIG_19;ORT_CODE_20;ORT_VON_20;ORT_BIS_20;ORT_EREIG_20;ORT_CODE_21;ORT_VON_21;ORT_BIS_21;ORT_EREIG_21;ORT_CODE_22;ORT_VON_22;ORT_BIS_22;ORT_EREIG_22;ORT_CODE_23;ORT_VON_23;ORT_BIS_23;ORT_EREIG_23;ORT_CODE_24;ORT_VON_24;ORT_BIS_24;ORT_EREIG_24;ORT_CODE_25;ORT_VON_25;ORT_BIS_25;ORT_EREIG_25;ORT_CODE_26;ORT_VON_26;ORT_BIS_26;ORT_EREIG_26;ORT_CODE_27;ORT_VON_27;ORT_BIS_27;ORT_EREIG_27;ORT_CODE_28;ORT_VON_28;ORT_BIS_28;ORT_EREIG_28;ORT_CODE_29;ORT_VON_29;ORT_BIS_29;ORT_EREIG_29;ORT_CODE_30;ORT_VON_30;ORT_BIS_30;ORT_EREIG_30
WZ4046;Waldbau weltweit;9/27/2016;13:30;14:30;4277.EG.127;13:00;13:30;Aufbau u. Vorbereitung;4277.EG.127;13:30;14:30;Prüfungstermin;4277.EG.127;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2904;Mathematische Modelle der Kontinuumsmechanik;9/27/2016;16:00;17:00;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;17:00;Prüfungstermin;5508.01.801;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7383;Systemidentifikation in der Mechatronik;9/27/2016;10:30;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5015;Energieversorgung technischer Prozesse;9/28/2016;16:00;17:30;4214.EG.020 ;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.020 ;16:00;17:30;Prüfungstermin;4214.EG.020 ;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0135;Reaktionstechnik und Katalyse;9/28/2016;16:00;17:30;5510.02.001;15:30;16:00;Aufbau u. Vorbereitung;5510.02.001;16:00;17:30;Prüfungstermin;5510.02.001;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0657;Biochemie 3: Biologische Makromoleküle - Struktur und Funktion;9/28/2016;10:30;12:00;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;12:00;Prüfungstermin;5508.01.801;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9203;Mathematik für Physiker 3;9/28/2016;8:00;9:30;5510.02.001;7:30;8:00;Aufbau u. Vorbereitung;5510.02.001;8:00;9:30;Prüfungstermin;5510.02.001;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA4503;Modern Methods in Nonlinear Optimization;9/28/2016;10:30;11:30;5606.EG.011;10:00;10:30;Aufbau u. Vorbereitung;5606.EG.011;10:30;11:30;Prüfungstermin;5606.EG.011;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3010-2;Grundlagen der Immunologie;9/28/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9712;Statistik für BWL;9/28/2016;11:00;12:30;5510.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5510.EG.001;11:00;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;5510.02.001;10:30;11:00;Aufbau u. Vorbereitung;5510.02.001;11:00;12:30;Prüfungstermin;5510.02.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7346;Leitungsgebundene Übertragungstechnik;9/28/2016;16:00;17:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7243;Sichere Implementierung kryptographischer Verfahren;9/28/2016;11:00;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI5035;Mathematical Methods of Information Technology;9/28/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0689;Systeme der Signalverarbeitung;9/28/2016;11:00;12:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0632;Allgemeine und Anorganische Experimentalchemie;9/28/2016;11:00;12:30;4214.EG.030;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.030;11:00;12:30;Prüfungstermin;4214.EG.030;12:30;13:00;Nachbereitung;4214.EG.020 ;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.020 ;11:00;12:30;Prüfungstermin;4214.EG.020 ;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2196;Sichere mobile Systeme;9/28/2016;16:00;17:30;5510.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5510.EG.001;16:00;17:30;Prüfungstermin;5510.EG.001;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2032;Elektronisches Publizieren / Document Engineering und das World-Wide Web;9/28/2016;13:30;15:00;5510.02.001;13:00;13:30;Aufbau u. Vorbereitung;5510.02.001;13:30;15:00;Prüfungstermin;5510.02.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2298;Simulation for Visual Effects;9/28/2016;11:00;12:30;5503.01.350;10:30;11:00;Aufbau u. Vorbereitung;5503.01.350;11:00;12:30;Prüfungstermin;5503.01.350;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000286;Environmental and Natural Resource Economics;9/28/2016;16:00;18:00;4214.EG.010;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.010;16:00;18:00;Prüfungstermin;4214.EG.010;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5314;Getränkeverfahrenstechnik und -prozesstechnik;9/28/2016;8:00;9:30;4214.EG.010;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.010;8:00;9:30;Prüfungstermin;4214.EG.010;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4197;Protected Areas Biodiversity and Management;9/28/2016;10:30;12:00;4277.EG.130;10:00;10:30;Aufbau u. Vorbereitung;4277.EG.130;10:30;12:00;Prüfungstermin;4277.EG.130;12:00;12:30;Nachbereitung;4277.EG.129;10:00;10:30;Aufbau u. Vorbereitung;4277.EG.129;10:30;12:00;Prüfungstermin;4277.EG.129;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2402;Statistik: Grundlagen;9/28/2016;16:00;17:00;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;17:00;Prüfungstermin;5508.01.801;17:00;17:30;Nachbereitung;5620.01.101;15:30;16:00;Aufbau u. Vorbereitung;5620.01.101;16:00;17:00;Prüfungstermin;5620.01.101;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN0039;Praktikum Game Engine Design;9/28/2016;11:00;12:30;5620.01.101;10:30;11:00;Aufbau u. Vorbereitung;5620.01.101;11:00;12:30;Prüfungstermin;5620.01.101;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9611;Wissenschaftlich-Technisches Rechnen;9/29/2016;15:30;17:00;4214.EG.020 ;15:00;15:30;Aufbau u. Vorbereitung;4214.EG.020 ;15:30;17:00;Prüfungstermin;4214.EG.020 ;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5075;Lebensmittelanalytik;9/29/2016;13:30;15:00;4101.01.129 ;13:00;13:30;Aufbau u. Vorbereitung;4101.01.129 ;13:30;15:00;Prüfungstermin;4101.01.129 ;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA5120;Algebra 2;9/29/2016;16:00;17:30;5604.EG.011;15:30;16:00;Aufbau u. Vorbereitung;5604.EG.011;16:00;17:30;Prüfungstermin;5604.EG.011;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4098;Forestry Raw Materials and their Utilization;9/29/2016;13:30;14:30;4277.EG.129;13:00;13:30;Aufbau u. Vorbereitung;4277.EG.129;13:30;14:30;Prüfungstermin;4277.EG.129;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4201;Vegetation Ecology and Geographical Information Systems;9/29/2016;15:30;17:00;4214.EG.010;15:00;15:30;Aufbau u. Vorbereitung;4214.EG.010;15:30;17:00;Prüfungstermin;4214.EG.010;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0143;Technologie und Verwertungslinien von Holz;9/29/2016;11:00;12:00;4277.EG.130;10:30;11:00;Aufbau u. Vorbereitung;4277.EG.130;11:00;12:00;Prüfungstermin;4277.EG.130;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2018;Erweiterte Realität - Medical Augmented Reality;9/29/2016;16:00;17:30;5101.EG.501;15:30;16:00;Aufbau u. Vorbereitung;5101.EG.501;16:00;17:30;Prüfungstermin;5101.EG.501;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2178;Security Engineering;9/29/2016;10:30;12:00;5510.02.001;10:00;10:30;Aufbau u. Vorbereitung;5510.02.001;10:30;12:00;Prüfungstermin;5510.02.001;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2147;Parallele Programmierung;9/29/2016;13:30;15:00;5510.EG.001;13:00;13:30;Aufbau u. Vorbereitung;5510.EG.001;13:30;15:00;Prüfungstermin;5510.EG.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5294;Elektrotechnik, Prozessautomation und Regelungstechnik;9/29/2016;10:30;12:30;4214.EG.030;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.030;10:30;12:30;Prüfungstermin;4214.EG.030;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5175;Prozessautomation und Regelungstechnik;9/29/2016;10:30;11:30;4214.EG.010;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.010;10:30;11:30;Prüfungstermin;4214.EG.010;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA0901;Lineare Algebra für Informatik;9/29/2016;15:30;17:00;5508.01.801;15:00;15:30;Aufbau u. Vorbereitung;5508.01.801;15:30;17:00;Prüfungstermin;5508.01.801;17:00;17:30;Nachbereitung;5510.02.001;15:00;15:30;Aufbau u. Vorbereitung;5510.02.001;15:30;17:00;Prüfungstermin;5510.02.001;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA3402;Computergestützte Statistik;9/29/2016;10:30;11:30;5620.01.101;10:00;10:30;Aufbau u. Vorbereitung;5620.01.101;10:30;11:30;Prüfungstermin;5620.01.101;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3207;Nutrition and Microbe-host Interactions (MBT);9/29/2016;15:30;17:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA1002;Analysis 2;9/29/2016;11:00;12:30;5510.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5510.EG.001;11:00;12:30;Prüfungstermin;5510.EG.001;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH1104;Chemie für Physiker;9/29/2016;11:00;12:30;5101.EG.501;10:30;11:00;Aufbau u. Vorbereitung;5101.EG.501;11:00;12:30;Prüfungstermin;5101.EG.501;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7315;Broadband Communication Networks;9/29/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0440;Integrierte Analogelektronik;9/29/2016;10:30;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2227;Compilerbau I;9/30/2016;10:30;12:00;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;12:00;Prüfungstermin;5508.01.801;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4044;Ursachen und Auswirkungen von Klimaänderungen;9/30/2016;13:30;14:30;4277.EG.130;13:00;13:30;Aufbau u. Vorbereitung;4277.EG.130;13:30;14:30;Prüfungstermin;4277.EG.130;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2721;Bioenergy Systems;9/30/2016;13:30;14:30;4277.EG.127;13:00;13:30;Aufbau u. Vorbereitung;4277.EG.127;13:30;14:30;Prüfungstermin;4277.EG.127;14:30;15:00;Nachbereitung;4277.EG.129;13:00;13:30;Aufbau u. Vorbereitung;4277.EG.129;13:30;14:30;Prüfungstermin;4277.EG.129;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0142-1;Tierökologie;9/30/2016;11:00;12:30;4277.EG.130;10:30;11:00;Aufbau u. Vorbereitung;4277.EG.130;11:00;12:30;Prüfungstermin;4277.EG.130;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5309;Lebensmittelverfahrenstechnik;9/30/2016;10:30;12:30;4214.EG.030;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.030;10:30;12:30;Prüfungstermin;4214.EG.030;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5200;Einführung in die Bioprozesstechnik;9/30/2016;11:00;12:30;4102.01.038;10:30;11:00;Aufbau u. Vorbereitung;4102.01.038;11:00;12:30;Prüfungstermin;4102.01.038;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0108;Anorganisch-chemisches Grundpraktikum II;9/30/2016;10:30;12:00;5101.EG.501;10:00;10:30;Aufbau u. Vorbereitung;5101.EG.501;10:30;12:00;Prüfungstermin;5101.EG.501;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5029;Alkoholfreie Getränke und Mischgetränke;9/30/2016;13:30;15:00;4214.EG.030;13:00;13:30;Aufbau u. Vorbereitung;4214.EG.030;13:30;15:00;Prüfungstermin;4214.EG.030;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5250;Würzetechnologie;9/30/2016;11:00;12:30;4214.EG.020 ;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.020 ;11:00;12:30;Prüfungstermin;4214.EG.020 ;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH61011;Allgemeine Lebensmittelchemie 1 und 2;9/30/2016;10:30;12:30;4217.EG.041;10:00;10:30;Aufbau u. Vorbereitung;4217.EG.041;10:30;12:30;Prüfungstermin;4217.EG.041;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2409;Wahrscheinlichkeitstheorie;9/30/2016;15:30;17:00;5508.01.801;15:00;15:30;Aufbau u. Vorbereitung;5508.01.801;15:30;17:00;Prüfungstermin;5508.01.801;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7309;Batteriespeicher;9/30/2016;10:30;11:30;0101.01.189;10:00;10:30;Aufbau u. Vorbereitung;0101.01.189;10:30;11:30;Prüfungstermin;0101.01.189;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0608;Digitale Schaltungen;9/30/2016;11:00;12:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA4706;Portfolio Analysis;9/30/2016;10:30;12:00;8102.EG.117;10:00;10:30;Aufbau u. Vorbereitung;8102.EG.117;10:30;12:00;Prüfungstermin;8102.EG.117;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI1445;Bürgerbeteiligung I;9/30/2016;11:00;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0103;Schaltungstechnik 2;9/30/2016;11:00;12:30;0509.EG.980;10:30;11:00;Aufbau u. Vorbereitung;0509.EG.980;11:00;12:30;Prüfungstermin;0509.EG.980;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2010;Modellbildung und Simulation;9/30/2016;8:00;9:40;5510.EG.001;7:30;8:00;Aufbau u. Vorbereitung;5510.EG.001;8:00;9:40;Prüfungstermin;5510.EG.001;9:40;10:10;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
