"","PRFG.NUMMER","TERMIN","startHours","endHours","startDate","endDate"
"606","MW2282","8/2/2016",368.25,371,"2016-08-02 15:45:00","2016-08-02 18:30:00"
"607","WZ1827-2","8/2/2016",362.75,365.5,"2016-08-02 10:15:00","2016-08-02 13:00:00"
"608","WI000002","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"609","WI000737","8/2/2016",362.75,365.5,"2016-08-02 10:15:00","2016-08-02 13:00:00"
"610","MA9802","8/2/2016",365.5,368.25,"2016-08-02 13:00:00","2016-08-02 15:45:00"
"611","WI000617","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"612","MW0867","8/2/2016",365.5,368.25,"2016-08-02 13:00:00","2016-08-02 15:45:00"
"613","WI001059","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"614","MW2182","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"615","WI000276","8/2/2016",362.75,365.5,"2016-08-02 10:15:00","2016-08-02 13:00:00"
"616","MW1012","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"617","CH1091","8/2/2016",360,362.75,"2016-08-02 07:30:00","2016-08-02 10:15:00"
"618","MA4706","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"619","CH0110","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"620","EI0602","8/3/2016",389.5,392.25,"2016-08-03 13:00:00","2016-08-03 15:45:00"
"621","MW1141","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"622","EI7004","8/3/2016",389.5,392.25,"2016-08-03 13:00:00","2016-08-03 15:45:00"
"623","MW0120","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"624","MW1922","8/3/2016",384,386.75,"2016-08-03 07:30:00","2016-08-03 10:15:00"
"625","WI000020","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"626","WZ3235","8/3/2016",389.5,392.25,"2016-08-03 13:00:00","2016-08-03 15:45:00"
"627","WI000619","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"628","MW2252","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"629","WZ0302","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"630","CH1205","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"631","WI000275_1","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"632","WI000275","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"633","CLA20230","8/3/2016",389.5,392.25,"2016-08-03 13:00:00","2016-08-03 15:45:00"
"634","IN0018","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"635","IN2083","8/3/2016",389.5,392.25,"2016-08-03 13:00:00","2016-08-03 15:45:00"
"636","MA2204","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"637","EI0681","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"638","EI0633","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"639","EI7422","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"640","MW2297","8/3/2016",392.25,395,"2016-08-03 15:45:00","2016-08-03 18:30:00"
"641","EI7391","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"642","WI001083","8/3/2016",386.75,389.5,"2016-08-03 10:15:00","2016-08-03 13:00:00"
"643","SG120025","8/3/2016",384,386.75,"2016-08-03 07:30:00","2016-08-03 10:15:00"
"644","IN2141","8/3/2016",384,386.75,"2016-08-03 07:30:00","2016-08-03 10:15:00"
"645","EI7490","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"646","EI3163","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"647","WI000155","8/4/2016",416.25,419,"2016-08-04 15:45:00","2016-08-04 18:30:00"
"648","WI000219","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"649","IN2010","8/4/2016",408,410.75,"2016-08-04 07:30:00","2016-08-04 10:15:00"
"650","MW2230","8/4/2016",416.25,419,"2016-08-04 15:45:00","2016-08-04 18:30:00"
"651","MW1932","8/4/2016",408,410.75,"2016-08-04 07:30:00","2016-08-04 10:15:00"
"652","WI000218","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"653","EI7006","8/4/2016",416.25,419,"2016-08-04 15:45:00","2016-08-04 18:30:00"
"654","EI7331","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"655","EI0612","8/4/2016",416.25,419,"2016-08-04 15:45:00","2016-08-04 18:30:00"
"656","EI7310","8/4/2016",413.5,416.25,"2016-08-04 13:00:00","2016-08-04 15:45:00"
"657","EI0697","8/4/2016",413.5,416.25,"2016-08-04 13:00:00","2016-08-04 15:45:00"
"658","MW2021","8/4/2016",416.25,419,"2016-08-04 15:45:00","2016-08-04 18:30:00"
"659","MW0538","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"660","EI0644","8/4/2016",408,410.75,"2016-08-04 07:30:00","2016-08-04 10:15:00"
"661","PH9027","8/4/2016",413.5,416.25,"2016-08-04 13:00:00","2016-08-04 15:45:00"
"662","WI000218_1","8/4/2016",410.75,413.5,"2016-08-04 10:15:00","2016-08-04 13:00:00"
"663","SG120022","8/4/2016",408,410.75,"2016-08-04 07:30:00","2016-08-04 10:15:00"
"664","SG110050","8/4/2016",408,410.75,"2016-08-04 07:30:00","2016-08-04 10:15:00"
"665","CH0123","8/5/2016",437.5,440.25,"2016-08-05 13:00:00","2016-08-05 15:45:00"
"666","WZ4219","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"667","MA3203","8/5/2016",434.75,437.5,"2016-08-05 10:15:00","2016-08-05 13:00:00"
"668","EI7271","8/5/2016",434.75,437.5,"2016-08-05 10:15:00","2016-08-05 13:00:00"
"669","MA9714","8/5/2016",437.5,440.25,"2016-08-05 13:00:00","2016-08-05 15:45:00"
"670","MA4502","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"671","WI000027","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"672","EI4282","8/5/2016",437.5,440.25,"2016-08-05 13:00:00","2016-08-05 15:45:00"
"673","WZ1854-1","8/5/2016",440.25,443,"2016-08-05 15:45:00","2016-08-05 18:30:00"
"674","EI0310","8/5/2016",434.75,437.5,"2016-08-05 10:15:00","2016-08-05 13:00:00"
"675","MW1926","8/5/2016",434.75,437.5,"2016-08-05 10:15:00","2016-08-05 13:00:00"
"676","MW2238","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"677","MW0068","8/5/2016",437.5,440.25,"2016-08-05 13:00:00","2016-08-05 15:45:00"
"678","MA9302","8/5/2016",440.25,443,"2016-08-05 15:45:00","2016-08-05 18:30:00"
"679","WZ2522","8/5/2016",440.25,443,"2016-08-05 15:45:00","2016-08-05 18:30:00"
"680","MW0437","8/5/2016",434.75,437.5,"2016-08-05 10:15:00","2016-08-05 13:00:00"
"681","EI7005","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"682","IN2084","8/5/2016",432,434.75,"2016-08-05 07:30:00","2016-08-05 10:15:00"
"683","IN0007","8/6/2016",458.75,461.5,"2016-08-06 10:15:00","2016-08-06 13:00:00"
"684","CH1204","8/8/2016",506.75,509.5,"2016-08-08 10:15:00","2016-08-08 13:00:00"
"685","MW0877","8/8/2016",504,506.75,"2016-08-08 07:30:00","2016-08-08 10:15:00"
"686","MW1910","8/8/2016",504,506.75,"2016-08-08 07:30:00","2016-08-08 10:15:00"
"687","MW1353","8/8/2016",506.75,509.5,"2016-08-08 10:15:00","2016-08-08 13:00:00"
"688","MW1896","8/8/2016",506.75,509.5,"2016-08-08 10:15:00","2016-08-08 13:00:00"
"689","MW0007","8/8/2016",506.75,509.5,"2016-08-08 10:15:00","2016-08-08 13:00:00"
"690","CH0107","8/8/2016",506.75,509.5,"2016-08-08 10:15:00","2016-08-08 13:00:00"
"691","BV440001 ","8/8/2016",509.5,512.25,"2016-08-08 13:00:00","2016-08-08 15:45:00"
"692","MW1918","8/9/2016",536.25,539,"2016-08-09 15:45:00","2016-08-09 18:30:00"
"693","MW0003","8/9/2016",536.25,539,"2016-08-09 15:45:00","2016-08-09 18:30:00"
"694","WZ5035","8/9/2016",536.25,539,"2016-08-09 15:45:00","2016-08-09 18:30:00"
"695","MW0107","8/9/2016",533.5,536.25,"2016-08-09 13:00:00","2016-08-09 15:45:00"
"696","MW2102","8/9/2016",530.75,533.5,"2016-08-09 10:15:00","2016-08-09 13:00:00"
"697","MW2224","8/10/2016",554.75,557.5,"2016-08-10 10:15:00","2016-08-10 13:00:00"
"698","MW1919","8/10/2016",554.75,557.5,"2016-08-10 10:15:00","2016-08-10 13:00:00"
"699","WZ8101","8/10/2016",557.5,560.25,"2016-08-10 13:00:00","2016-08-10 15:45:00"
"700","MW2020","8/10/2016",560.25,563,"2016-08-10 15:45:00","2016-08-10 18:30:00"
"701","BV350007","8/10/2016",560.25,563,"2016-08-10 15:45:00","2016-08-10 18:30:00"
"702","MW2119","8/10/2016",554.75,557.5,"2016-08-10 10:15:00","2016-08-10 13:00:00"
"703","MW0101","8/11/2016",584.25,587,"2016-08-11 15:45:00","2016-08-11 18:30:00"
"704","MW1916","8/11/2016",576,578.75,"2016-08-11 07:30:00","2016-08-11 10:15:00"
"705","MW1042","8/11/2016",578.75,581.5,"2016-08-11 10:15:00","2016-08-11 13:00:00"
"706","MW0539","8/11/2016",578.75,581.5,"2016-08-11 10:15:00","2016-08-11 13:00:00"
"707","MW1408","8/11/2016",578.75,581.5,"2016-08-11 10:15:00","2016-08-11 13:00:00"
"708","EI4381","8/12/2016",600,602.75,"2016-08-12 07:30:00","2016-08-12 10:15:00"
"709","MW0892","8/12/2016",602.75,605.5,"2016-08-12 10:15:00","2016-08-12 13:00:00"
"710","MW0124","8/12/2016",602.75,605.5,"2016-08-12 10:15:00","2016-08-12 13:00:00"
"711","MW1147","8/12/2016",605.5,608.25,"2016-08-12 13:00:00","2016-08-12 15:45:00"
"712","MW0610","8/12/2016",602.75,605.5,"2016-08-12 10:15:00","2016-08-12 13:00:00"
"713","MW1937-1","8/12/2016",608.25,611,"2016-08-12 15:45:00","2016-08-12 18:30:00"
"714","MW1937-2","8/12/2016",608.25,611,"2016-08-12 15:45:00","2016-08-12 18:30:00"
"715","MW2201","8/12/2016",602.75,605.5,"2016-08-12 10:15:00","2016-08-12 13:00:00"
"716","MW1938-2","8/16/2016",704.25,707,"2016-08-16 15:45:00","2016-08-16 18:30:00"
"717","CH6202","8/16/2016",696,698.75,"2016-08-16 07:30:00","2016-08-16 10:15:00"
"718","MW2258","8/16/2016",701.5,704.25,"2016-08-16 13:00:00","2016-08-16 15:45:00"
"719","MW1914","8/16/2016",704.25,707,"2016-08-16 15:45:00","2016-08-16 18:30:00"
"720","MW0037","8/16/2016",701.5,704.25,"2016-08-16 13:00:00","2016-08-16 15:45:00"
"721","MW0084","8/16/2016",701.5,704.25,"2016-08-16 13:00:00","2016-08-16 15:45:00"
"722","MW0838","8/16/2016",704.25,707,"2016-08-16 15:45:00","2016-08-16 18:30:00"
"723","MW1938-1","8/16/2016",704.25,707,"2016-08-16 15:45:00","2016-08-16 18:30:00"
"724","MW2109","8/16/2016",698.75,701.5,"2016-08-16 10:15:00","2016-08-16 13:00:00"
"725","MW2023","8/16/2016",698.75,701.5,"2016-08-16 10:15:00","2016-08-16 13:00:00"
"726","IN8012","8/16/2016",701.5,704.25,"2016-08-16 13:00:00","2016-08-16 15:45:00"
"727","BV000024","8/16/2016",704.25,707,"2016-08-16 15:45:00","2016-08-16 18:30:00"
"728","MW2286","8/16/2016",698.75,701.5,"2016-08-16 10:15:00","2016-08-16 13:00:00"
"729","MW0102","8/17/2016",728.25,731,"2016-08-17 15:45:00","2016-08-17 18:30:00"
"730","MW1546","8/17/2016",722.75,725.5,"2016-08-17 10:15:00","2016-08-17 13:00:00"
"731","MW1339","8/17/2016",722.75,725.5,"2016-08-17 10:15:00","2016-08-17 13:00:00"
"732","BV620007","8/17/2016",722.75,725.5,"2016-08-17 10:15:00","2016-08-17 13:00:00"
"733","MW1931","8/18/2016",746.75,749.5,"2016-08-18 10:15:00","2016-08-18 13:00:00"
"734","MW0510","8/18/2016",752.25,755,"2016-08-18 15:45:00","2016-08-18 18:30:00"
"735","MW2149","8/18/2016",749.5,752.25,"2016-08-18 13:00:00","2016-08-18 15:45:00"
"736","MW2015","8/18/2016",752.25,755,"2016-08-18 15:45:00","2016-08-18 18:30:00"
"737","MW2098","8/18/2016",752.25,755,"2016-08-18 15:45:00","2016-08-18 18:30:00"
"738","MW1409","8/18/2016",746.75,749.5,"2016-08-18 10:15:00","2016-08-18 13:00:00"
"739","MW0850","8/18/2016",746.75,749.5,"2016-08-18 10:15:00","2016-08-18 13:00:00"
"740","MW9018","8/18/2016",752.25,755,"2016-08-18 15:45:00","2016-08-18 18:30:00"
"741","BGU54018","8/18/2016",752.25,755,"2016-08-18 15:45:00","2016-08-18 18:30:00"
"742","BV000020","8/18/2016",749.5,752.25,"2016-08-18 13:00:00","2016-08-18 15:45:00"
"743","MW1530","8/19/2016",770.75,773.5,"2016-08-19 10:15:00","2016-08-19 13:00:00"
"744","MW0010","8/19/2016",773.5,776.25,"2016-08-19 13:00:00","2016-08-19 15:45:00"
"745","MW0038","8/19/2016",773.5,776.25,"2016-08-19 13:00:00","2016-08-19 15:45:00"
"746","BV000001","8/19/2016",768,770.75,"2016-08-19 07:30:00","2016-08-19 10:15:00"
"747","BV000004","8/19/2016",770.75,773.5,"2016-08-19 10:15:00","2016-08-19 13:00:00"
"748","MW1396","8/19/2016",776.25,779,"2016-08-19 15:45:00","2016-08-19 18:30:00"
"749","MA9804","8/19/2016",773.5,776.25,"2016-08-19 13:00:00","2016-08-19 15:45:00"
"750","BV000038","8/19/2016",770.75,773.5,"2016-08-19 10:15:00","2016-08-19 13:00:00"
"751","MW1917","8/22/2016",845.5,848.25,"2016-08-22 13:00:00","2016-08-22 15:45:00"
"752","MW1915","8/22/2016",848.25,851,"2016-08-22 15:45:00","2016-08-22 18:30:00"
"753","MW1586","8/22/2016",848.25,851,"2016-08-22 15:45:00","2016-08-22 18:30:00"
"754","MW2126","8/22/2016",842.75,845.5,"2016-08-22 10:15:00","2016-08-22 13:00:00"
"755","BGU64009","8/22/2016",845.5,848.25,"2016-08-22 13:00:00","2016-08-22 15:45:00"
"756","BV000018","8/22/2016",845.5,848.25,"2016-08-22 13:00:00","2016-08-22 15:45:00"
"757","IN8015","8/22/2016",842.75,845.5,"2016-08-22 10:15:00","2016-08-22 13:00:00"
"758","MW0139","8/22/2016",845.5,848.25,"2016-08-22 13:00:00","2016-08-22 15:45:00"
"759","MA9512","8/22/2016",848.25,851,"2016-08-22 15:45:00","2016-08-22 18:30:00"
"760","MA9502","8/22/2016",848.25,851,"2016-08-22 15:45:00","2016-08-22 18:30:00"
"761","BV630010","8/22/2016",842.75,845.5,"2016-08-22 10:15:00","2016-08-22 13:00:00"
"762","BV000040","8/22/2016",840,842.75,"2016-08-22 07:30:00","2016-08-22 10:15:00"
"763","BGU55027","8/23/2016",872.25,875,"2016-08-23 15:45:00","2016-08-23 18:30:00"
"764","BGU65007P1","8/23/2016",869.5,872.25,"2016-08-23 13:00:00","2016-08-23 15:45:00"
"765","BGU65007S1","8/23/2016",869.5,872.25,"2016-08-23 13:00:00","2016-08-23 15:45:00"
"766","MW2022","8/23/2016",872.25,875,"2016-08-23 15:45:00","2016-08-23 18:30:00"
"767","MW0104","8/23/2016",866.75,869.5,"2016-08-23 10:15:00","2016-08-23 13:00:00"
"768","BV000015","8/23/2016",872.25,875,"2016-08-23 15:45:00","2016-08-23 18:30:00"
"769","MW0058","8/23/2016",866.75,869.5,"2016-08-23 10:15:00","2016-08-23 13:00:00"
"770","BGU37015","8/23/2016",864,866.75,"2016-08-23 07:30:00","2016-08-23 10:15:00"
"771","BV620033","8/23/2016",866.75,869.5,"2016-08-23 10:15:00","2016-08-23 13:00:00"
"772","BGU51018","8/23/2016",866.75,869.5,"2016-08-23 10:15:00","2016-08-23 13:00:00"
"773","BV000017","8/24/2016",888,890.75,"2016-08-24 07:30:00","2016-08-24 10:15:00"
"774","BGU44011P1","8/24/2016",888,890.75,"2016-08-24 07:30:00","2016-08-24 10:15:00"
"775","MW1929","8/24/2016",896.25,899,"2016-08-24 15:45:00","2016-08-24 18:30:00"
"776","MW0993","8/24/2016",896.25,899,"2016-08-24 15:45:00","2016-08-24 18:30:00"
"777","BV410014","8/24/2016",888,890.75,"2016-08-24 07:30:00","2016-08-24 10:15:00"
"778","MW1939-2","8/25/2016",920.25,923,"2016-08-25 15:45:00","2016-08-25 18:30:00"
"779","MW0832","8/25/2016",914.75,917.5,"2016-08-25 10:15:00","2016-08-25 13:00:00"
"780","MW0129","8/25/2016",914.75,917.5,"2016-08-25 10:15:00","2016-08-25 13:00:00"
"781","MW1923","8/25/2016",917.5,920.25,"2016-08-25 13:00:00","2016-08-25 15:45:00"
"782","MW1939-1","8/25/2016",920.25,923,"2016-08-25 15:45:00","2016-08-25 18:30:00"
"783","MW0028","8/25/2016",914.75,917.5,"2016-08-25 10:15:00","2016-08-25 13:00:00"
"784","BGU43014","8/25/2016",920.25,923,"2016-08-25 15:45:00","2016-08-25 18:30:00"
"785","BV000028","8/25/2016",912,914.75,"2016-08-25 07:30:00","2016-08-25 10:15:00"
"786","BV000046","8/25/2016",914.75,917.5,"2016-08-25 10:15:00","2016-08-25 13:00:00"
"787","BGU54007","8/25/2016",920.25,923,"2016-08-25 15:45:00","2016-08-25 18:30:00"
"788","BV000016","8/26/2016",936,938.75,"2016-08-26 07:30:00","2016-08-26 10:15:00"
"789","BGU32019","8/26/2016",936,938.75,"2016-08-26 07:30:00","2016-08-26 10:15:00"
"790","BV000021","8/26/2016",938.75,941.5,"2016-08-26 10:15:00","2016-08-26 13:00:00"
"791","MW1628","8/26/2016",938.75,941.5,"2016-08-26 10:15:00","2016-08-26 13:00:00"
"792","MW2018-1","8/26/2016",944.25,947,"2016-08-26 15:45:00","2016-08-26 18:30:00"
"793","MW1907","8/26/2016",936,938.75,"2016-08-26 07:30:00","2016-08-26 10:15:00"
"794","PH9021","8/26/2016",938.75,941.5,"2016-08-26 10:15:00","2016-08-26 13:00:00"
"795","BV000032","8/26/2016",941.5,944.25,"2016-08-26 13:00:00","2016-08-26 15:45:00"
"796","BV000039","8/26/2016",944.25,947,"2016-08-26 15:45:00","2016-08-26 18:30:00"
"797","WZ8107","8/29/2016",1010.75,1013.5,"2016-08-29 10:15:00","2016-08-29 13:00:00"
"798","MW2110","8/29/2016",1016.25,1019,"2016-08-29 15:45:00","2016-08-29 18:30:00"
"799","MW1694","8/29/2016",1010.75,1013.5,"2016-08-29 10:15:00","2016-08-29 13:00:00"
"800","BV000013","8/29/2016",1013.5,1016.25,"2016-08-29 13:00:00","2016-08-29 15:45:00"
"801","BGU51016P1","8/29/2016",1010.75,1013.5,"2016-08-29 10:15:00","2016-08-29 13:00:00"
"802","MW2292","8/29/2016",1016.25,1019,"2016-08-29 15:45:00","2016-08-29 18:30:00"
"803","MW1980","8/29/2016",1016.25,1019,"2016-08-29 15:45:00","2016-08-29 18:30:00"
"804","BV000010","8/29/2016",1010.75,1013.5,"2016-08-29 10:15:00","2016-08-29 13:00:00"
"805","MW1059","8/29/2016",1016.25,1019,"2016-08-29 15:45:00","2016-08-29 18:30:00"
"806","BGU51013P1","8/29/2016",1013.5,1016.25,"2016-08-29 13:00:00","2016-08-29 15:45:00"
"807","BGU41018P1","8/29/2016",1010.75,1013.5,"2016-08-29 10:15:00","2016-08-29 13:00:00"
"808","MW0097","8/30/2016",1040.25,1043,"2016-08-30 15:45:00","2016-08-30 18:30:00"
"809","MW1924","8/30/2016",1040.25,1043,"2016-08-30 15:45:00","2016-08-30 18:30:00"
"810","MW0612","8/30/2016",1040.25,1043,"2016-08-30 15:45:00","2016-08-30 18:30:00"
"811","BV000007","8/31/2016",1061.5,1064.25,"2016-08-31 13:00:00","2016-08-31 15:45:00"
"812","BGU51017","8/31/2016",1061.5,1064.25,"2016-08-31 13:00:00","2016-08-31 15:45:00"
"813","MW2156","8/31/2016",1058.75,1061.5,"2016-08-31 10:15:00","2016-08-31 13:00:00"
"814","MW2132","8/31/2016",1064.25,1067,"2016-08-31 15:45:00","2016-08-31 18:30:00"
"815","MW0119","8/31/2016",1058.75,1061.5,"2016-08-31 10:15:00","2016-08-31 13:00:00"
"816","MW0050","8/31/2016",1064.25,1067,"2016-08-31 15:45:00","2016-08-31 18:30:00"
"817","EI3881","9/1/2016",1088.25,1091,"2016-09-01 15:45:00","2016-09-01 18:30:00"
"818","BV000117","9/1/2016",1082.75,1085.5,"2016-09-01 10:15:00","2016-09-01 13:00:00"
"819","MW1920","9/1/2016",1082.75,1085.5,"2016-09-01 10:15:00","2016-09-01 13:00:00"
"820","MW0006","9/1/2016",1082.75,1085.5,"2016-09-01 10:15:00","2016-09-01 13:00:00"
"821","BV000103","9/1/2016",1082.75,1085.5,"2016-09-01 10:15:00","2016-09-01 13:00:00"
"822","EI1182","9/1/2016",1088.25,1091,"2016-09-01 15:45:00","2016-09-01 18:30:00"
"823","EI1184","9/1/2016",1088.25,1091,"2016-09-01 15:45:00","2016-09-01 18:30:00"
"824","MW0688","9/2/2016",1106.75,1109.5,"2016-09-02 10:15:00","2016-09-02 13:00:00"
"825","MW0134","9/2/2016",1106.75,1109.5,"2016-09-02 10:15:00","2016-09-02 13:00:00"
"826","BV000026","9/2/2016",1106.75,1109.5,"2016-09-02 10:15:00","2016-09-02 13:00:00"
"827","MW2123","9/2/2016",1109.5,1112.25,"2016-09-02 13:00:00","2016-09-02 15:45:00"
"828","MW1930","9/2/2016",1112.25,1115,"2016-09-02 15:45:00","2016-09-02 18:30:00"
"829","MW0128","9/2/2016",1112.25,1115,"2016-09-02 15:45:00","2016-09-02 18:30:00"
"830","BGU51026","9/2/2016",1112.25,1115,"2016-09-02 15:45:00","2016-09-02 18:30:00"
"831","MA9517","9/2/2016",1104,1106.75,"2016-09-02 07:30:00","2016-09-02 10:15:00"
"832","BGU51014","9/2/2016",1106.75,1109.5,"2016-09-02 10:15:00","2016-09-02 13:00:00"
"833","BGU67002","9/5/2016",1184.25,1187,"2016-09-05 15:45:00","2016-09-05 18:30:00"
"834","CH0128","9/5/2016",1178.75,1181.5,"2016-09-05 10:15:00","2016-09-05 13:00:00"
"835","MA9504","9/5/2016",1178.75,1181.5,"2016-09-05 10:15:00","2016-09-05 13:00:00"
"836","MA9511","9/5/2016",1176,1178.75,"2016-09-05 07:30:00","2016-09-05 10:15:00"
"837","MA9503","9/5/2016",1176,1178.75,"2016-09-05 07:30:00","2016-09-05 10:15:00"
"838","MA9505","9/5/2016",1181.5,1184.25,"2016-09-05 13:00:00","2016-09-05 15:45:00"
"839","WZ0194","9/5/2016",1184.25,1187,"2016-09-05 15:45:00","2016-09-05 18:30:00"
"840","MA9515","9/5/2016",1181.5,1184.25,"2016-09-05 13:00:00","2016-09-05 15:45:00"
"841","BV000036","9/5/2016",1184.25,1187,"2016-09-05 15:45:00","2016-09-05 18:30:00"
"842","WZ5251","9/6/2016",1202.75,1205.5,"2016-09-06 10:15:00","2016-09-06 13:00:00"
"843","BGU32018","9/6/2016",1205.5,1208.25,"2016-09-06 13:00:00","2016-09-06 15:45:00"
"844","BV000014","9/6/2016",1205.5,1208.25,"2016-09-06 13:00:00","2016-09-06 15:45:00"
"845","BV000029","9/7/2016",1226.75,1229.5,"2016-09-07 10:15:00","2016-09-07 13:00:00"
"846","BV600003","9/7/2016",1226.75,1229.5,"2016-09-07 10:15:00","2016-09-07 13:00:00"
"847","BGU35008P1","9/7/2016",1232.25,1235,"2016-09-07 15:45:00","2016-09-07 18:30:00"
"848","BV000002","9/7/2016",1232.25,1235,"2016-09-07 15:45:00","2016-09-07 18:30:00"
"849","BV000045","9/7/2016",1226.75,1229.5,"2016-09-07 10:15:00","2016-09-07 13:00:00"
"850","BV000047","9/7/2016",1226.75,1229.5,"2016-09-07 10:15:00","2016-09-07 13:00:00"
"851","BGU40027","9/8/2016",1253.5,1256.25,"2016-09-08 13:00:00","2016-09-08 15:45:00"
"852","BGU38017","9/8/2016",1250.75,1253.5,"2016-09-08 10:15:00","2016-09-08 13:00:00"
"853","BGU40037","9/8/2016",1253.5,1256.25,"2016-09-08 13:00:00","2016-09-08 15:45:00"
"854","BV500006","9/9/2016",1280.25,1283,"2016-09-09 15:45:00","2016-09-09 18:30:00"
"855","BGU53034P1","9/9/2016",1272,1274.75,"2016-09-09 07:30:00","2016-09-09 10:15:00"
"856","BV000009","9/9/2016",1272,1274.75,"2016-09-09 07:30:00","2016-09-09 10:15:00"
"857","BGU53035P1","9/9/2016",1272,1274.75,"2016-09-09 07:30:00","2016-09-09 10:15:00"
"858","BV000019","9/9/2016",1274.75,1277.5,"2016-09-09 10:15:00","2016-09-09 13:00:00"
"859","BGU53035S1","9/9/2016",1272,1274.75,"2016-09-09 07:30:00","2016-09-09 10:15:00"
"860","BV0000108","9/9/2016",1274.75,1277.5,"2016-09-09 10:15:00","2016-09-09 13:00:00"
"861","BGU47024P2","9/12/2016",1349.5,1352.25,"2016-09-12 13:00:00","2016-09-12 15:45:00"
"862","BGU47024P1","9/12/2016",1352.25,1355,"2016-09-12 15:45:00","2016-09-12 18:30:00"
"863","EI7376","9/12/2016",1346.75,1349.5,"2016-09-12 10:15:00","2016-09-12 13:00:00"
"864","EI7617","9/12/2016",1349.5,1352.25,"2016-09-12 13:00:00","2016-09-12 15:45:00"
"865","EI0609","9/12/2016",1346.75,1349.5,"2016-09-12 10:15:00","2016-09-12 13:00:00"
"866","EI4495","9/12/2016",1349.5,1352.25,"2016-09-12 13:00:00","2016-09-12 15:45:00"
"867","BV000011","9/12/2016",1344,1346.75,"2016-09-12 07:30:00","2016-09-12 10:15:00"
"868","EI0204","9/12/2016",1346.75,1349.5,"2016-09-12 10:15:00","2016-09-12 13:00:00"
"869","EI2583","9/12/2016",1346.75,1349.5,"2016-09-12 10:15:00","2016-09-12 13:00:00"
"870","BV000041","9/12/2016",1346.75,1349.5,"2016-09-12 10:15:00","2016-09-12 13:00:00"
"871","EI5081","9/13/2016",1373.5,1376.25,"2016-09-13 13:00:00","2016-09-13 15:45:00"
"872","EI0641","9/13/2016",1370.75,1373.5,"2016-09-13 10:15:00","2016-09-13 13:00:00"
"873","BGU54006","9/13/2016",1373.5,1376.25,"2016-09-13 13:00:00","2016-09-13 15:45:00"
"874","BV000030","9/13/2016",1370.75,1373.5,"2016-09-13 10:15:00","2016-09-13 13:00:00"
"875","BV000109","9/13/2016",1373.5,1376.25,"2016-09-13 13:00:00","2016-09-13 15:45:00"
"876","BV000112","9/13/2016",1368,1370.75,"2016-09-13 07:30:00","2016-09-13 10:15:00"
"877","BV000048","9/13/2016",1370.75,1373.5,"2016-09-13 10:15:00","2016-09-13 13:00:00"
"878","BV000049","9/13/2016",1376.25,1379,"2016-09-13 15:45:00","2016-09-13 18:30:00"
