"","PRFG.NUMMER","TERMIN","startHours","endHours","startDate","endDate"
"879","EI7354","9/14/2016",1397.5,1400.25,"2016-09-14 13:00:00","2016-09-14 15:45:00"
"880","BGU42011","9/14/2016",1397.5,1400.25,"2016-09-14 13:00:00","2016-09-14 15:45:00"
"881","BV000027","9/14/2016",1397.5,1400.25,"2016-09-14 13:00:00","2016-09-14 15:45:00"
"882","EI7567","9/14/2016",1400.25,1403,"2016-09-14 15:45:00","2016-09-14 18:30:00"
"883","EI0692","9/14/2016",1394.75,1397.5,"2016-09-14 10:15:00","2016-09-14 13:00:00"
"884","EI7001","9/14/2016",1394.75,1397.5,"2016-09-14 10:15:00","2016-09-14 13:00:00"
"885","EI0625","9/14/2016",1394.75,1397.5,"2016-09-14 10:15:00","2016-09-14 13:00:00"
"886","BV000044","9/14/2016",1392,1394.75,"2016-09-14 07:30:00","2016-09-14 10:15:00"
"887","BV000034","9/14/2016",1392,1394.75,"2016-09-14 07:30:00","2016-09-14 10:15:00"
"888","EI7316","9/15/2016",1421.5,1424.25,"2016-09-15 13:00:00","2016-09-15 15:45:00"
"889","EI0687","9/15/2016",1418.75,1421.5,"2016-09-15 10:15:00","2016-09-15 13:00:00"
"890","EI7435","9/15/2016",1421.5,1424.25,"2016-09-15 13:00:00","2016-09-15 15:45:00"
"891","EI7436","9/15/2016",1418.75,1421.5,"2016-09-15 10:15:00","2016-09-15 13:00:00"
"892","EI0205","9/15/2016",1421.5,1424.25,"2016-09-15 13:00:00","2016-09-15 15:45:00"
"893","EI7431","9/15/2016",1418.75,1421.5,"2016-09-15 10:15:00","2016-09-15 13:00:00"
"894","EI5014","9/16/2016",1445.5,1448.25,"2016-09-16 13:00:00","2016-09-16 15:45:00"
"895","WZ3113","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"896","BGU38016","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"897","EI7385","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"898","EI0481","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"899","EI1116","9/16/2016",1445.5,1448.25,"2016-09-16 13:00:00","2016-09-16 15:45:00"
"900","EI0620","9/16/2016",1445.5,1448.25,"2016-09-16 13:00:00","2016-09-16 15:45:00"
"901","BV000031","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"902","BV000050","9/16/2016",1448.25,1451,"2016-09-16 15:45:00","2016-09-16 18:30:00"
"903","EI7324","9/16/2016",1442.75,1445.5,"2016-09-16 10:15:00","2016-09-16 13:00:00"
"904","EI0632","9/19/2016",1514.75,1517.5,"2016-09-19 10:15:00","2016-09-19 13:00:00"
"905","EI0611","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"906","EI7390","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"907","BV480003","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"908","EI0432","9/19/2016",1514.75,1517.5,"2016-09-19 10:15:00","2016-09-19 13:00:00"
"909","EI0685","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"910","EI0619","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"911","WZ4003","9/19/2016",1514.75,1517.5,"2016-09-19 10:15:00","2016-09-19 13:00:00"
"912","WZ4016","9/19/2016",1517.5,1520.25,"2016-09-19 13:00:00","2016-09-19 15:45:00"
"913","WZ0154","9/19/2016",1512,1514.75,"2016-09-19 07:30:00","2016-09-19 10:15:00"
"914","EI0472","9/19/2016",1514.75,1517.5,"2016-09-19 10:15:00","2016-09-19 13:00:00"
"915","EI7319","9/20/2016",1541.5,1544.25,"2016-09-20 13:00:00","2016-09-20 15:45:00"
"916","EI7466","9/20/2016",1538.75,1541.5,"2016-09-20 10:15:00","2016-09-20 13:00:00"
"917","EI0701","9/20/2016",1541.5,1544.25,"2016-09-20 13:00:00","2016-09-20 15:45:00"
"918","EI0638","9/20/2016",1544.25,1547,"2016-09-20 15:45:00","2016-09-20 18:30:00"
"919","EI7312","9/20/2016",1538.75,1541.5,"2016-09-20 10:15:00","2016-09-20 13:00:00"
"920","EI0699","9/20/2016",1538.75,1541.5,"2016-09-20 10:15:00","2016-09-20 13:00:00"
"921","EI0673","9/20/2016",1541.5,1544.25,"2016-09-20 13:00:00","2016-09-20 15:45:00"
"922","EI0688","9/20/2016",1538.75,1541.5,"2016-09-20 10:15:00","2016-09-20 13:00:00"
"923","EI7003","9/21/2016",1562.75,1565.5,"2016-09-21 10:15:00","2016-09-21 13:00:00"
"924","EI0203","9/21/2016",1565.5,1568.25,"2016-09-21 13:00:00","2016-09-21 15:45:00"
"925","EI0417","9/21/2016",1562.75,1565.5,"2016-09-21 10:15:00","2016-09-21 13:00:00"
"926","EI7387","9/21/2016",1562.75,1565.5,"2016-09-21 10:15:00","2016-09-21 13:00:00"
"927","WZ4021","9/21/2016",1568.25,1571,"2016-09-21 15:45:00","2016-09-21 18:30:00"
"928","WZ4014","9/21/2016",1565.5,1568.25,"2016-09-21 13:00:00","2016-09-21 15:45:00"
"929","EI7007","9/21/2016",1565.5,1568.25,"2016-09-21 13:00:00","2016-09-21 15:45:00"
"930","WZ4045","9/22/2016",1592.25,1595,"2016-09-22 15:45:00","2016-09-22 18:30:00"
"931","WI000337","9/22/2016",1586.75,1589.5,"2016-09-22 10:15:00","2016-09-22 13:00:00"
"932","WZ4032","9/22/2016",1589.5,1592.25,"2016-09-22 13:00:00","2016-09-22 15:45:00"
"933","WZ1823","9/22/2016",1592.25,1595,"2016-09-22 15:45:00","2016-09-22 18:30:00"
"934","EI0202","9/22/2016",1586.75,1589.5,"2016-09-22 10:15:00","2016-09-22 13:00:00"
"935","EI7468","9/22/2016",1586.75,1589.5,"2016-09-22 10:15:00","2016-09-22 13:00:00"
"936","EI7008","9/22/2016",1589.5,1592.25,"2016-09-22 13:00:00","2016-09-22 15:45:00"
"937","EI0631","9/22/2016",1586.75,1589.5,"2016-09-22 10:15:00","2016-09-22 13:00:00"
"938","EI7323","9/22/2016",1586.75,1589.5,"2016-09-22 10:15:00","2016-09-22 13:00:00"
"939","WZ0153","9/23/2016",1608,1610.75,"2016-09-23 07:30:00","2016-09-23 10:15:00"
"940","EI7339","9/23/2016",1613.5,1616.25,"2016-09-23 13:00:00","2016-09-23 15:45:00"
"941","WZ5128","9/23/2016",1610.75,1613.5,"2016-09-23 10:15:00","2016-09-23 13:00:00"
"942","EI0618","9/23/2016",1610.75,1613.5,"2016-09-23 10:15:00","2016-09-23 13:00:00"
"943","EI7329","9/23/2016",1613.5,1616.25,"2016-09-23 13:00:00","2016-09-23 15:45:00"
"944","WZ1821","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"945","WZ4055","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"946","WZ4141","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"947","WZ0152","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"948","WZ5048","9/26/2016",1680,1682.75,"2016-09-26 07:30:00","2016-09-26 10:15:00"
"949","WZ5161","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"950","MA9413","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"951","EI1573","9/26/2016",1685.5,1688.25,"2016-09-26 13:00:00","2016-09-26 15:45:00"
"952","MA3453","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"953","WZ0702","9/26/2016",1685.5,1688.25,"2016-09-26 13:00:00","2016-09-26 15:45:00"
"954","WZ4177","9/26/2016",1685.5,1688.25,"2016-09-26 13:00:00","2016-09-26 15:45:00"
"955","WZ5004","9/26/2016",1680,1682.75,"2016-09-26 07:30:00","2016-09-26 10:15:00"
"956","CH0120","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"957","IN0007","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"958","MA2005","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"959","WZ3011","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"960","MA9714","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"961","WI000295","9/26/2016",1688.25,1691,"2016-09-26 15:45:00","2016-09-26 18:30:00"
"962","EI0635","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"963","EI7428","9/26/2016",1685.5,1688.25,"2016-09-26 13:00:00","2016-09-26 15:45:00"
"964","EI7404","9/26/2016",1685.5,1688.25,"2016-09-26 13:00:00","2016-09-26 15:45:00"
"965","MA3306","9/26/2016",1682.75,1685.5,"2016-09-26 10:15:00","2016-09-26 13:00:00"
"966","IN2087","9/26/2016",1680,1682.75,"2016-09-26 07:30:00","2016-09-26 10:15:00"
"967","WZ5013","9/27/2016",1704,1706.75,"2016-09-27 07:30:00","2016-09-27 10:15:00"
"968","EI7432","9/27/2016",1709.5,1712.25,"2016-09-27 13:00:00","2016-09-27 15:45:00"
"969","EI0617","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"970","CH0659","9/27/2016",1712.25,1715,"2016-09-27 15:45:00","2016-09-27 18:30:00"
"971","CH0122","9/27/2016",1712.25,1715,"2016-09-27 15:45:00","2016-09-27 18:30:00"
"972","MA9952","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"973","PH0007","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"974","IN2083","9/27/2016",1709.5,1712.25,"2016-09-27 13:00:00","2016-09-27 15:45:00"
"975","PH9012","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"976","MA3442","9/27/2016",1709.5,1712.25,"2016-09-27 13:00:00","2016-09-27 15:45:00"
"977","EI7384","9/27/2016",1709.5,1712.25,"2016-09-27 13:00:00","2016-09-27 15:45:00"
"978","WZ4005-1","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"979","WZ2722-1","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"980","WZ4046","9/27/2016",1709.5,1712.25,"2016-09-27 13:00:00","2016-09-27 15:45:00"
"981","MA2904","9/27/2016",1712.25,1715,"2016-09-27 15:45:00","2016-09-27 18:30:00"
"982","EI7383","9/27/2016",1706.75,1709.5,"2016-09-27 10:15:00","2016-09-27 13:00:00"
"983","WZ5015","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"984","CH0135","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"985","CH0657","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"986","MA9203","9/28/2016",1728,1730.75,"2016-09-28 07:30:00","2016-09-28 10:15:00"
"987","MA4503","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"988","WZ3010-2","9/28/2016",1733.5,1736.25,"2016-09-28 13:00:00","2016-09-28 15:45:00"
"989","MA9712","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"990","EI7346","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"991","EI7243","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"992","EI5035","9/28/2016",1733.5,1736.25,"2016-09-28 13:00:00","2016-09-28 15:45:00"
"993","EI0689","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"994","CH0632","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"995","IN2196","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"996","IN2032","9/28/2016",1733.5,1736.25,"2016-09-28 13:00:00","2016-09-28 15:45:00"
"997","IN2298","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"998","WI000286","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"999","WZ5314","9/28/2016",1728,1730.75,"2016-09-28 07:30:00","2016-09-28 10:15:00"
"1000","WZ4197","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"1001","MA2402","9/28/2016",1736.25,1739,"2016-09-28 15:45:00","2016-09-28 18:30:00"
"1002","IN0039","9/28/2016",1730.75,1733.5,"2016-09-28 10:15:00","2016-09-28 13:00:00"
"1003","MA9611","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1004","WZ5075","9/29/2016",1757.5,1760.25,"2016-09-29 13:00:00","2016-09-29 15:45:00"
"1005","MA5120","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1006","WZ4098","9/29/2016",1757.5,1760.25,"2016-09-29 13:00:00","2016-09-29 15:45:00"
"1007","WZ4201","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1008","WZ0143","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1009","IN2018","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1010","IN2178","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1011","IN2147","9/29/2016",1757.5,1760.25,"2016-09-29 13:00:00","2016-09-29 15:45:00"
"1012","WZ5294","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1013","WZ5175","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1014","MA0901","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1015","MA3402","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1016","WZ3207","9/29/2016",1760.25,1763,"2016-09-29 15:45:00","2016-09-29 18:30:00"
"1017","MA1002","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1018","CH1104","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1019","EI7315","9/29/2016",1757.5,1760.25,"2016-09-29 13:00:00","2016-09-29 15:45:00"
"1020","EI0440","9/29/2016",1754.75,1757.5,"2016-09-29 10:15:00","2016-09-29 13:00:00"
"1021","IN2227","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1022","WZ4044","9/30/2016",1781.5,1784.25,"2016-09-30 13:00:00","2016-09-30 15:45:00"
"1023","WZ2721","9/30/2016",1781.5,1784.25,"2016-09-30 13:00:00","2016-09-30 15:45:00"
"1024","WZ0142-1","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1025","WZ5309","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1026","WZ5200","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1027","CH0108","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1028","WZ5029","9/30/2016",1781.5,1784.25,"2016-09-30 13:00:00","2016-09-30 15:45:00"
"1029","WZ5250","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1030","CH61011","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1031","MA2409","9/30/2016",1784.25,1787,"2016-09-30 15:45:00","2016-09-30 18:30:00"
"1032","EI7309","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1033","EI0608","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1034","MA4706","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1035","EI1445","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1036","EI0103","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1037","IN2010","9/30/2016",1776,1778.75,"2016-09-30 07:30:00","2016-09-30 10:15:00"
"1038","EI5013","9/30/2016",1781.5,1784.25,"2016-09-30 13:00:00","2016-09-30 15:45:00"
"1039","EI7434","9/30/2016",1784.25,1787,"2016-09-30 15:45:00","2016-09-30 18:30:00"
"1040","PH2040","9/30/2016",1784.25,1787,"2016-09-30 15:45:00","2016-09-30 18:30:00"
"1041","WZ0147","9/30/2016",1776,1778.75,"2016-09-30 07:30:00","2016-09-30 10:15:00"
"1042","IN0010","9/30/2016",1784.25,1787,"2016-09-30 15:45:00","2016-09-30 18:30:00"
"1043","WZ3233","9/30/2016",1778.75,1781.5,"2016-09-30 10:15:00","2016-09-30 13:00:00"
"1044","MA9412","10/4/2016",1880.25,1883,"2016-10-04 15:45:00","2016-10-04 18:30:00"
"1045","CH0112","10/5/2016",1898.75,1901.5,"2016-10-05 10:15:00","2016-10-05 13:00:00"
"1046","IN8009","10/6/2016",1922.75,1925.5,"2016-10-06 10:15:00","2016-10-06 13:00:00"
"1047","WZ0141","10/6/2016",1920,1922.75,"2016-10-06 07:30:00","2016-10-06 10:15:00"
"1048","WZ1446","10/6/2016",1920,1922.75,"2016-10-06 07:30:00","2016-10-06 10:15:00"
"1049","CH6111","10/6/2016",1922.75,1925.5,"2016-10-06 10:15:00","2016-10-06 13:00:00"
"1050","WZ1447","10/7/2016",1944,1946.75,"2016-10-07 07:30:00","2016-10-07 10:15:00"
"1051","WZ1825","10/7/2016",1944,1946.75,"2016-10-07 07:30:00","2016-10-07 10:15:00"
"1052","CH0664","10/7/2016",1946.75,1949.5,"2016-10-07 10:15:00","2016-10-07 13:00:00"
"1053","EI0104","10/7/2016",1952.25,1955,"2016-10-07 15:45:00","2016-10-07 18:30:00"
"1054","SG5021801","10/10/2016",2024.25,2027,"2016-10-10 15:45:00","2016-10-10 18:30:00"
"1055","MA2204","10/10/2016",2024.25,2027,"2016-10-10 15:45:00","2016-10-10 18:30:00"
"1056","CH0663","10/10/2016",2018.75,2021.5,"2016-10-10 10:15:00","2016-10-10 13:00:00"
"1057","PH0005","10/10/2016",2018.75,2021.5,"2016-10-10 10:15:00","2016-10-10 13:00:00"
"1058","CH0607","10/10/2016",2021.5,2024.25,"2016-10-10 13:00:00","2016-10-10 15:45:00"
"1059","IN2033","10/10/2016",2018.75,2021.5,"2016-10-10 10:15:00","2016-10-10 13:00:00"
"1060","IN0006","10/10/2016",2021.5,2024.25,"2016-10-10 13:00:00","2016-10-10 15:45:00"
"1061","MA4502","10/10/2016",2021.5,2024.25,"2016-10-10 13:00:00","2016-10-10 15:45:00"
"1062","WZ0607","10/10/2016",2021.5,2024.25,"2016-10-10 13:00:00","2016-10-10 15:45:00"
"1063","WZ4009","10/10/2016",2016,2018.75,"2016-10-10 07:30:00","2016-10-10 10:15:00"
"1064","WZ0151","10/10/2016",2024.25,2027,"2016-10-10 15:45:00","2016-10-10 18:30:00"
"1065","WZ4049","10/10/2016",2024.25,2027,"2016-10-10 15:45:00","2016-10-10 18:30:00"
"1066","IN2114","10/10/2016",2018.75,2021.5,"2016-10-10 10:15:00","2016-10-10 13:00:00"
"1067","IN2023","10/10/2016",2024.25,2027,"2016-10-10 15:45:00","2016-10-10 18:30:00"
"1068","IN2141","10/10/2016",2016,2018.75,"2016-10-10 07:30:00","2016-10-10 10:15:00"
"1069","SP502400","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1070","WZ4195","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1071","WZ4034","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1072","WZ4207","10/11/2016",2048.25,2051,"2016-10-11 15:45:00","2016-10-11 18:30:00"
"1073","WZ1819-2","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1074","ME510","10/11/2016",2048.25,2051,"2016-10-11 15:45:00","2016-10-11 18:30:00"
"1075","WZ0145","10/11/2016",2048.25,2051,"2016-10-11 15:45:00","2016-10-11 18:30:00"
"1076","IN0018","10/11/2016",2045.5,2048.25,"2016-10-11 13:00:00","2016-10-11 15:45:00"
"1077","EI0101","10/11/2016",2045.5,2048.25,"2016-10-11 13:00:00","2016-10-11 15:45:00"
"1078","MA3702","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1079","CH0132","10/11/2016",2048.25,2051,"2016-10-11 15:45:00","2016-10-11 18:30:00"
"1080","MA1102","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1081","PH0004","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1082","WZ0135","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1083","WZ0009","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1084","MW1146","10/11/2016",2045.5,2048.25,"2016-10-11 13:00:00","2016-10-11 15:45:00"
"1085","WZ0601","10/11/2016",2042.75,2045.5,"2016-10-11 10:15:00","2016-10-11 13:00:00"
"1086","WZ5302","10/11/2016",2045.5,2048.25,"2016-10-11 13:00:00","2016-10-11 15:45:00"
"1087","IN2031","10/11/2016",2040,2042.75,"2016-10-11 07:30:00","2016-10-11 10:15:00"
"1088","CH1014","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1089","WZ5298","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1090","PH9003","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1091","PH9102","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1092","CH0575","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1093","WZ0302","10/12/2016",2069.5,2072.25,"2016-10-12 13:00:00","2016-10-12 15:45:00"
"1094","WZ3012","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1095","IN0011","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1096","WZ0150","10/12/2016",2069.5,2072.25,"2016-10-12 13:00:00","2016-10-12 15:45:00"
"1097","IN2080","10/12/2016",2064,2066.75,"2016-10-12 07:30:00","2016-10-12 10:15:00"
"1098","IN2222","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1099","WZ1824","10/12/2016",2069.5,2072.25,"2016-10-12 13:00:00","2016-10-12 15:45:00"
"1100","MA4472","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1101","WZ0146","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1102","IN2040","10/12/2016",2069.5,2072.25,"2016-10-12 13:00:00","2016-10-12 15:45:00"
"1103","IN2001","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1104","WZ2711","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1105","WI000338","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1106","WZ2718","10/12/2016",2072.25,2075,"2016-10-12 15:45:00","2016-10-12 18:30:00"
"1107","MA2504","10/12/2016",2064,2066.75,"2016-10-12 07:30:00","2016-10-12 10:15:00"
"1108","IN0022","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1109","SP502800","10/12/2016",2069.5,2072.25,"2016-10-12 13:00:00","2016-10-12 15:45:00"
"1110","LV0374","10/12/2016",2066.75,2069.5,"2016-10-12 10:15:00","2016-10-12 13:00:00"
"1111","CH0919","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1112","CH0780","10/13/2016",2090.75,2093.5,"2016-10-13 10:15:00","2016-10-13 13:00:00"
"1113","PH0002","10/13/2016",2088,2090.75,"2016-10-13 07:30:00","2016-10-13 10:15:00"
"1114","MA3203","10/13/2016",2090.75,2093.5,"2016-10-13 10:15:00","2016-10-13 13:00:00"
"1115","MA2304","10/13/2016",2096.25,2099,"2016-10-13 15:45:00","2016-10-13 18:30:00"
"1116","WZ2716","10/13/2016",2090.75,2093.5,"2016-10-13 10:15:00","2016-10-13 13:00:00"
"1117","SP502140","10/13/2016",2090.75,2093.5,"2016-10-13 10:15:00","2016-10-13 13:00:00"
"1118","WI000190","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1119","WZ5327","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1120","WZ5329","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1121","WZ5282","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1122","IN0040","10/13/2016",2096.25,2099,"2016-10-13 15:45:00","2016-10-13 18:30:00"
"1123","WZ4203","10/13/2016",2096.25,2099,"2016-10-13 15:45:00","2016-10-13 18:30:00"
"1124","MA4406","10/13/2016",2096.25,2099,"2016-10-13 15:45:00","2016-10-13 18:30:00"
"1125","WZ5151","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1126","WI001062","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1127","IN2138","10/13/2016",2090.75,2093.5,"2016-10-13 10:15:00","2016-10-13 13:00:00"
"1128","IN2084","10/13/2016",2088,2090.75,"2016-10-13 07:30:00","2016-10-13 10:15:00"
"1129","IN0038","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1130","IN2022","10/13/2016",2096.25,2099,"2016-10-13 15:45:00","2016-10-13 18:30:00"
"1131","WI000189","10/13/2016",2093.5,2096.25,"2016-10-13 13:00:00","2016-10-13 15:45:00"
"1132","WZ5231","10/14/2016",2114.75,2117.5,"2016-10-14 10:15:00","2016-10-14 13:00:00"
"1133","SP502130","10/14/2016",2114.75,2117.5,"2016-10-14 10:15:00","2016-10-14 13:00:00"
"1134","LV0342","10/14/2016",2114.75,2117.5,"2016-10-14 10:15:00","2016-10-14 13:00:00"
"1135","SP502101","10/14/2016",2117.5,2120.25,"2016-10-14 13:00:00","2016-10-14 15:45:00"
"1136","CH0123","10/14/2016",2114.75,2117.5,"2016-10-14 10:15:00","2016-10-14 13:00:00"
"1137","MA2006","10/14/2016",2114.75,2117.5,"2016-10-14 10:15:00","2016-10-14 13:00:00"
"1138","WZ2011","10/14/2016",2112,2114.75,"2016-10-14 07:30:00","2016-10-14 10:15:00"
"1139","MA4408","10/14/2016",2120.25,2123,"2016-10-14 15:45:00","2016-10-14 18:30:00"
"1140","PH1006","10/14/2016",2120.25,2123,"2016-10-14 15:45:00","2016-10-14 18:30:00"
