"","PRFG.NUMMER","startHours","endHours","startDate","endDate"
"855","PH0001",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"856","PH9018",1422,1425.5,"2016-04-07 15:00:00","2016-04-07 18:30:00"
"857","MA0902",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"858","WZ5015",1418.5,1422,"2016-04-07 11:30:00","2016-04-07 15:00:00"
"859","MA3503",1415,1418.5,"2016-04-07 08:00:00","2016-04-07 11:30:00"
"860","SP502120",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"861","MA9611",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"862","WZ2519",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"863","MA3082",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"864","IN2085",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"865","IN0034",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"866","CH0101",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"867","IN8008",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"868","MA3703",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"869","PH2057",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"870","WZ0142-1",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"871","MA2203",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"872","WZ1820",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"873","WZ5282",1439,1442.5,"2016-04-08 08:00:00","2016-04-08 11:30:00"
"874","IN2012",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"875","CH0119",1442.5,1446,"2016-04-08 11:30:00","2016-04-08 15:00:00"
"876","MA5417",1463,1466.5,"2016-04-09 08:00:00","2016-04-09 11:30:00"
"877","MA3005",1463,1466.5,"2016-04-09 08:00:00","2016-04-09 11:30:00"
